Hotel_ID,Booking_ID,Product_ID,Purchased_Product,Booking_Date,Check_In_Date,Check_Out_Date,Distribution_Channel,Advance_Purchase,Party_Size,Length_of_Stay,Number_of_Rooms,Nightly_Rate,Total_Revenue,Purchased_Rate_Code,Purchased_Room_Type,Merge_Indicator,Arrival_Rate,Rate_Code,Rate_Description,Room_Type,Membership_Status,Enrollment_Date,VIP_Membership_Status,VIP_Enrollment_Date
4,1,1,1,20070408,20070408,20070409,CRO/Hotel,-1,2,1,1,79.95,79.95,Rate 5,King Room 1 Non-Smoking,1,79.95,Rate 5,Accommodation Combined with Weekend Activities,King Room 1 Non-Smoking,0,,0,
4,1,2,0,20070408,20070408,20070409,CRO/Hotel,-1,2,1,1,79.95,79.95,Rate 5,King Room 1 Non-Smoking,1,79.95,Rate 5,Accommodation Combined with Weekend Activities,King Room 2 Non-Smoking,0,,0,
4,1,3,0,20070408,20070408,20070409,CRO/Hotel,-1,2,1,1,79.95,79.95,Rate 5,King Room 1 Non-Smoking,1,79.95,Rate 5,Accommodation Combined with Weekend Activities,2 Queen Beds Room 1 Smoking,0,,0,
4,1,4,0,20070408,20070408,20070409,CRO/Hotel,-1,2,1,1,79.95,79.95,Rate 5,King Room 1 Non-Smoking,1,79.95,Rate 5,Accommodation Combined with Weekend Activities,2 Queen Beds Room 1 Non-Smoking,0,,0,
4,1,5,0,20070408,20070408,20070409,CRO/Hotel,-1,2,1,1,79.95,79.95,Rate 5,King Room 1 Non-Smoking,1,79.95,Rate 5,Accommodation Combined with Weekend Activities,2 Queen Beds Room 2 Non-Smoking,0,,0,
4,1,6,0,20070408,20070408,20070409,CRO/Hotel,-1,2,1,1,79.95,79.95,Rate 5,King Room 1 Non-Smoking,1,99.95,Rate 5,Accommodation Combined with Weekend Activities,Suite 1 Non-Smoking,0,,0,
4,1,7,0,20070408,20070408,20070409,CRO/Hotel,-1,2,1,1,79.95,79.95,Rate 5,King Room 1 Non-Smoking,1,99.95,Rate 5,Accommodation Combined with Weekend Activities,Suite 2 Non-Smoking,0,,0,
4,1,8,0,20070408,20070408,20070409,CRO/Hotel,-1,2,1,1,79.95,79.95,Rate 5,King Room 1 Non-Smoking,1,79.95,Rate 5,Accommodation Combined with Weekend Activities,Standard Room,0,,0,
4,1,9,0,20070408,20070408,20070409,CRO/Hotel,-1,2,1,1,79.95,79.95,Rate 5,King Room 1 Non-Smoking,1,109.95,Rate 2,Rack Rate - Unrestricted Rate,King Room 1 Non-Smoking,0,,0,
4,1,10,0,20070408,20070408,20070409,CRO/Hotel,-1,2,1,1,79.95,79.95,Rate 5,King Room 1 Non-Smoking,1,109.95,Rate 2,Rack Rate - Unrestricted Rate,King Room 2 Non-Smoking,0,,0,
4,1,11,0,20070408,20070408,20070409,CRO/Hotel,-1,2,1,1,79.95,79.95,Rate 5,King Room 1 Non-Smoking,1,109.95,Rate 2,Rack Rate - Unrestricted Rate,2 Queen Beds Room 1 Smoking,0,,0,
4,1,12,0,20070408,20070408,20070409,CRO/Hotel,-1,2,1,1,79.95,79.95,Rate 5,King Room 1 Non-Smoking,1,109.95,Rate 2,Rack Rate - Unrestricted Rate,2 Queen Beds Room 1 Non-Smoking,0,,0,
4,1,13,0,20070408,20070408,20070409,CRO/Hotel,-1,2,1,1,79.95,79.95,Rate 5,King Room 1 Non-Smoking,1,109.95,Rate 2,Rack Rate - Unrestricted Rate,2 Queen Beds Room 2 Non-Smoking,0,,0,
